transaction_id,account_id,timestamp_val,location,device_type,ip_address,transaction_amount,transaction_type,successful_login,unusual_activity
9f1c9fd4-d44,6e417d47,2025-01-10 01:04:08,Tokyo,Tablet,112.112.1.117,0.0,Login,True,False
635b36bd-8da,08252b39,2023-09-10 15:03:11,Berlin,Desktop,209.211.234.94,0.0,Login,False,False
917c4f11-b81,47d1931c,2022-06-11 23:28:28,San Francisco,Mobile,222.213.3.68,1528.17,Withdrawal,True,False
ecb697a2-fe1,eb1313b7,2024-05-31 04:56:50,New York,Tablet,123.12.226.80,0.0,Login,True,False
f37296a2-aeb,1dd03ecd,2022-01-10 03:29:09,Mumbai,Tablet,64.248.195.222,2628.53,Withdrawal,True,False
56688530-4bb,15661feb,2022-05-02 12:12:43,Tokyo,Mobile,79.254.229.93,2165.41,Withdrawal,True,False
4021a347-a8c,bda3c162,2024-11-09 07:00:27,Tokyo,Tablet,192.168.1.100,0.0,Login,False,True
d604153c-522,e645bb00,2025-03-03 23:42:16,Berlin,Mobile,83.164.43.146,0.0,Login,True,False
024559a5-709,5c3bd3b5,2022-04-01 19:51:27,New York,Desktop,168.227.58.228,1463.23,Transfer,True,False
8e7de390-d82,4497734d,2023-12-20 04:15:00,Mumbai,Tablet,86.245.84.13,3063.15,Transfer,True,False
8d2bb00b-9c3,c96d525e,2021-11-07 19:30:50,Singapore,Tablet,37.23.75.223,0.0,Login,True,False
c96782fb-c41,bf85bf0e,2022-09-02 15:30:54,London,Desktop,201.195.2.147,0.0,Login,False,False
2cabb9ad-a15,a6aa59e5,2022-05-07 22:48:52,Berlin,Desktop,123.245.157.76,706.07,Transfer,True,False
09db40a9-a79,81e58eee,2021-04-01 09:47:26,San Francisco,Tablet,209.150.40.29,1467.8,Withdrawal,True,False
8dac20f9-0ab,25f93ab9,2021-07-26 11:05:07,New York,Tablet,156.46.5.76,1838.15,Withdrawal,True,False
adaad2f9-042,183fea70,2021-12-09 05:21:53,Singapore,Tablet,80.148.90.93,0.0,Login,False,False
1bf2235c-598,8e4c3ab5,2023-01-02 18:34:13,New York,Tablet,4.91.157.2,0.0,Login,False,False
343c1752-3ca,88f7f097,2020-08-28 17:15:48,New York,Tablet,9.207.152.133,2285.79,Withdrawal,True,False
e037e953-6d2,93364f7e,2022-10-09 04:35:31,Mumbai,Desktop,154.159.63.66,3928.03,Transfer,True,False
55c1a0d9-5c3,622c636f,2022-05-29 12:18:11,Sydney,Desktop,84.230.10.72,0.0,Login,True,False
4b47b715-f93,cd75e6de,2023-06-22 00:56:28,Berlin,Tablet,219.253.171.150,1006.37,Transfer,True,False
e9707c9e-266,e08596db,2020-04-06 19:15:52,Berlin,Desktop,104.182.185.148,2576.03,Transfer,True,False
b73c91ca-82c,15936f42,2025-01-10 21:06:46,New York,Tablet,77.136.225.237,2966.15,Withdrawal,True,False
d4aa826d-60f,1af026df,2024-04-27 20:48:59,Mumbai,Tablet,187.2.122.229,241.79,Transfer,True,False
a632c350-ff7,7b85179a,2024-12-15 08:14:08,Tokyo,Tablet,73.154.210.219,0.0,Login,False,False
930e7347-ff7,5c56d9bc,2020-08-31 17:16:50,San Francisco,Tablet,202.114.252.72,3041.65,Purchase,True,False
cc5732f2-871,759cde66,2024-08-30 07:13:03,Sydney,Desktop,179.225.55.173,0.0,Login,False,False
d604ae9f-31e,b5ae2a56,2020-06-08 19:00:39,Berlin,Tablet,172.16.0.50,0.0,Login,False,True
c4844743-cc8,e9366a85,2024-11-22 05:16:55,Sydney,Mobile,47.158.43.201,0.0,Login,True,False
b16d3da7-1d8,87beb021,2023-01-29 14:03:49,Sydney,Tablet,117.9.124.228,860.92,Withdrawal,True,False
8f7a1e43-5a1,ec95ccf1,2022-01-18 21:43:40,Sydney,Mobile,29.30.28.190,334.61,Transfer,True,False
3af834f2-9ae,6e3f683a,2024-04-19 23:30:29,Berlin,Mobile,87.47.223.185,4744.94,Transfer,True,False
fc9b519a-d3a,3bca7ff6,2023-10-26 21:28:55,Tokyo,Tablet,163.173.28.72,0.0,Login,True,False
ac92275a-685,72cc3fc5,2021-01-24 05:38:51,Mumbai,Mobile,215.214.148.164,4828.5,Purchase,True,False
50581a4a-577,660237ed,2024-12-21 18:31:04,Singapore,Tablet,144.168.105.10,4043.9,Purchase,True,True
93758195-25f,b43bd27f,2021-01-01 12:02:06,Singapore,Desktop,90.242.8.189,1530.02,Purchase,True,True
743de03a-e05,fbc1085b,2024-03-15 10:14:25,London,Mobile,140.173.189.76,497.38,Purchase,True,False
b61d1f43-8df,5513b74f,2020-02-18 04:40:39,Singapore,Desktop,110.178.176.194,0.0,Login,True,False
6e718848-d57,4cc9f5f2,2023-12-30 19:19:15,London,Desktop,180.11.115.183,3424.32,Transfer,True,False
8780d6ca-dde,c960b851,2020-03-15 08:27:32,Singapore,Tablet,132.172.69.226,0.0,Login,True,False
8e93abd2-b26,d18183d1,2023-04-20 19:53:13,London,Mobile,219.86.251.22,0.0,Login,True,False
e5fa855d-d32,d4ec0595,2022-01-20 02:41:29,Tokyo,Desktop,179.207.23.64,6126.107942843317,Transfer,True,True
12e1725b-0b9,1a85fd69,2022-11-11 21:44:01,New York,Tablet,134.229.187.160,618.97,Withdrawal,True,False
d5b5c24c-bd9,63dba8c8,2023-01-07 19:33:33,Mumbai,Tablet,201.162.176.14,2480.93,Withdrawal,True,False
2ef6a152-bbc,bbae2fbd,2023-09-15 15:24:43,San Francisco,Mobile,62.136.231.207,0.0,Login,False,False
97f31baf-01f,2c6a6e9a,2025-01-05 16:38:25,Tokyo,Tablet,210.174.103.78,181.6,Withdrawal,True,False
2d3dab8a-704,7d2d93e8,2025-01-16 12:53:04,San Francisco,Mobile,61.6.150.194,0.0,Login,False,False
3b759faa-18c,0b070a68,2024-04-29 08:58:29,Berlin,Tablet,184.240.5.172,4547.51,Transfer,True,False
8673173a-e5b,f2491816,2022-07-12 19:54:48,Berlin,Tablet,17.139.147.40,1301.31,Purchase,True,False
518e58fd-625,f7d7465d,2024-12-06 11:07:28,New York,Mobile,14.211.184.103,0.0,Login,False,False
e1e3eda6-bc1,8e52fc42,2021-07-08 07:38:48,Singapore,Mobile,200.42.240.219,3315.99,Purchase,True,False
507a61a9-9d8,11489054,2021-10-16 13:29:26,London,Desktop,24.231.121.154,1565.44,Withdrawal,True,False
7c9428af-461,b58dfc59,2020-11-05 00:45:45,Mumbai,Tablet,42.153.17.116,2605.14,Purchase,True,False
4269f091-eae,a38bbaa4,2023-09-25 16:00:17,San Francisco,Desktop,114.181.137.179,2738.08,Withdrawal,True,False
1891e25c-241,95284c0a,2025-02-26 07:19:28,San Francisco,Tablet,183.105.224.209,932.42,Transfer,True,False
0a2cbb1b-e70,1690636b,2021-10-04 15:20:24,San Francisco,Tablet,5.89.207.76,4848.23,Withdrawal,True,False
d288b06a-d51,3016cecc,2024-08-04 04:37:24,Tokyo,Mobile,5.143.161.183,3877.91,Purchase,True,False
6d2f458d-923,716ca1f2,2020-03-21 02:05:42,Mumbai,Tablet,50.9.160.62,0.0,Login,False,False
b75c3825-1c0,ccf3a171,2023-10-14 00:31:55,Singapore,Tablet,15.66.247.144,4698.1,Transfer,True,False
dd500d6b-163,5415c636,2021-01-07 15:25:07,Singapore,Mobile,29.213.31.102,0.0,Login,False,False
143dbd6c-cdb,a0c69223,2021-03-01 01:53:30,San Francisco,Mobile,199.59.160.253,4475.19,Withdrawal,True,False
46af040d-55d,102f4f5c,2021-11-22 02:27:38,Sydney,Desktop,186.119.187.96,2993.52,Withdrawal,True,False
e46bf89a-509,0f0e5767,2023-11-09 20:43:50,Mumbai,Desktop,132.189.221.180,4610.15,Withdrawal,True,False
a93fd7ec-8ee,fe07832a,2020-04-29 04:05:37,Mumbai,Desktop,26.41.46.206,451.58,Transfer,True,False
604f3c8d-961,517400f8,2020-04-20 17:13:35,Singapore,Desktop,200.8.41.113,987.95,Transfer,True,False
d059b594-7c0,788fd0cd,2021-11-15 04:00:51,New York,Desktop,144.250.114.83,235.68,Withdrawal,True,False
e0389eb7-a28,ab987d93,2021-08-04 07:32:56,Tokyo,Mobile,192.168.1.100,0.0,Login,False,True
7d9def75-113,af4afcdd,2020-10-02 14:49:27,Singapore,Tablet,200.219.84.97,0.0,Login,False,False
4358ce3f-b01,2d174fc9,2024-09-28 19:53:48,New York,Desktop,139.102.60.148,1633.4,Withdrawal,True,False
87cc4d1c-7bf,3664cafa,2025-03-20 16:47:42,New York,Tablet,47.5.149.92,1949.5,Withdrawal,True,False
7c2ce385-ab0,61ee411a,2021-07-13 10:34:10,London,Tablet,215.107.171.147,1364.03,Transfer,True,False
7b2021f7-8b1,3b23feed,2024-03-03 01:35:58,Singapore,Tablet,166.70.126.12,0.0,Login,True,False
c145217f-e59,e2ed8686,2022-07-06 19:54:16,Sydney,Desktop,71.49.7.24,0.0,Login,False,False
6cc3f8aa-a99,58eb3e59,2022-06-11 12:30:17,Berlin,Mobile,60.158.123.39,4145.4,Purchase,True,False
b26c8876-58f,3c20592f,2020-12-25 20:06:14,Berlin,Mobile,109.26.61.33,1790.2,Transfer,True,False
7d3a8826-dd2,243012da,2023-05-21 19:41:24,Berlin,Mobile,158.245.147.77,0.0,Login,True,False
81eab1da-449,6690a951,2025-02-10 10:11:30,San Francisco,Tablet,47.7.242.106,1411.86,Withdrawal,True,False
52bcb64d-c59,6abb6c41,2021-10-30 07:28:43,San Francisco,Tablet,221.22.147.96,2718.05,Withdrawal,True,False
6cd9dc3f-712,a65f7b8a,2022-03-23 18:42:04,Berlin,Mobile,154.81.147.207,0.0,Login,True,False
380cfd3d-ba6,36308a60,2023-05-23 15:41:56,Singapore,Desktop,120.111.227.158,713.21,Purchase,True,False
38a7c678-68e,fabb6609,2022-11-21 20:25:23,Sydney,Mobile,130.235.147.240,0.0,Login,True,False
f2a81e6e-1c3,3334cd07,2024-11-13 17:07:06,Berlin,Tablet,214.153.50.117,0.0,Login,True,False
f34574ae-051,7a199807,2025-03-20 11:15:31,Singapore,Desktop,136.69.16.102,4012.96,Withdrawal,True,False
e987cfb2-555,90c0e607,2020-03-06 14:38:57,San Francisco,Desktop,161.113.172.211,382.01,Transfer,True,False
35e0edd6-84c,9b72a9fe,2022-12-31 19:15:54,San Francisco,Tablet,178.7.231.72,4934.57,Purchase,True,False
dc16cbae-654,5d71a898,2023-01-29 23:57:55,New York,Mobile,10.131.10.255,3863.5,Withdrawal,True,False
69d445f3-54d,e212f7e1,2021-12-13 12:25:03,Mumbai,Mobile,42.84.114.41,1001.59,Purchase,True,False
d8718196-093,ca27cd69,2021-10-31 21:25:37,London,Mobile,5.253.88.99,37.56,Purchase,True,False
7c226735-ca9,cd35637c,2020-03-03 05:25:25,Tokyo,Tablet,179.71.217.142,4079.15,Purchase,True,False
c5bcc4cd-a1a,913a1734,2020-05-11 09:00:38,Mumbai,Mobile,108.210.206.121,3537.22,Withdrawal,True,False
a7c02a59-60b,e893be3d,2022-02-07 08:40:35,Berlin,Desktop,71.233.195.154,3647.75,Purchase,True,False
12ea7890-139,c9ea356a,2023-05-30 02:09:20,Tokyo,Mobile,81.71.168.118,0.0,Login,True,False
d48b5d0d-be1,0592bfa5,2024-04-16 10:58:00,San Francisco,Tablet,189.74.203.15,0.0,Login,False,False
cae9250b-969,aaf78c67,2024-08-09 23:55:36,Berlin,Mobile,137.183.222.213,3858.64,Transfer,True,False
8329bd1a-6cd,b7f60cdf,2023-04-30 04:18:42,Tokyo,Tablet,98.127.93.80,0.0,Login,True,False
f821947c-43a,7b4d8646,2020-03-13 19:12:47,London,Mobile,61.94.181.192,379.48,Withdrawal,True,False
f785dcc1-38e,8a624cbd,2024-11-25 04:40:27,Tokyo,Tablet,25.81.211.186,1798.74,Transfer,True,False
88800d17-b3e,a8aa7158,2023-06-16 10:12:50,Sydney,Mobile,3.238.243.45,588.19,Withdrawal,True,False
64c5ee2d-ba4,a40dfea5,2024-04-22 22:20:58,San Francisco,Mobile,112.70.128.164,0.0,Login,False,False
f9a61744-93e,cb5d2b59,2023-03-04 01:20:05,New York,Tablet,179.119.58.147,4316.89,Withdrawal,True,False
902ad019-7a0,d0a44432,2020-03-18 08:04:20,New York,Desktop,46.218.251.45,0.0,Login,False,False
f9cf2bd2-a14,1a2a73ed,2020-12-04 11:47:06,San Francisco,Desktop,149.70.159.115,3120.26,Withdrawal,True,False
7d6448b2-f12,ba85e403,2020-09-16 20:14:37,Berlin,Mobile,74.213.21.237,4872.353482111468,Transfer,True,True
793841a9-d68,a8cfe589,2025-01-17 15:49:18,London,Tablet,114.66.227.215,0.0,Login,True,False
4084a290-7e5,f31046dc,2024-06-14 03:57:18,London,Tablet,183.112.16.137,327.16,Purchase,True,False
524a1652-095,6772fe9f,2023-07-03 14:24:07,London,Desktop,53.159.163.29,1561.8,Withdrawal,True,False
c14a2a61-358,252151f9,2024-10-22 08:44:41,Tokyo,Tablet,128.91.73.182,1632.66,Purchase,True,False
3c5969c6-a6e,7b4bcaf8,2024-10-13 08:17:29,Sydney,Mobile,167.255.62.129,3650.73,Withdrawal,True,False
bd5bfece-dbd,4dd7cb5c,2022-09-26 21:58:38,San Francisco,Mobile,31.116.180.187,0.0,Login,False,False
209595a4-602,d85195ac,2020-09-10 00:10:54,Mumbai,Mobile,221.159.89.217,3191.41,Purchase,True,False
dea7e1ae-700,f7eae66e,2020-02-12 07:55:05,London,Mobile,105.241.146.151,4437.19,Withdrawal,True,False
cd9b79fd-a04,73b0d676,2020-12-19 03:26:46,Berlin,Tablet,91.37.205.48,0.0,Login,True,False
1e19f010-4bf,d8867545,2024-06-17 20:11:53,Berlin,Tablet,29.97.118.138,2366.35,Withdrawal,True,False
e3b93a34-9d7,edcabf94,2023-09-14 23:41:50,New York,Tablet,198.197.103.79,0.0,Login,False,False
af5db99c-85f,a6091ad0,2023-02-28 14:52:34,New York,Desktop,1.84.246.212,606.78,Withdrawal,True,False
78dc340b-405,4849032c,2021-09-27 05:46:47,Singapore,Mobile,165.240.167.79,3569.09,Withdrawal,True,False
ff0614bb-b85,6601ddd0,2023-12-09 02:50:49,Berlin,Desktop,101.169.12.251,3806.32,Transfer,True,False
2de1bda4-6a9,0692fe02,2021-02-24 11:37:32,Tokyo,Mobile,111.148.249.39,0.0,Login,False,False
3303343c-300,fe43541a,2021-04-12 02:50:22,Tokyo,Mobile,16.45.229.38,2810.77,Transfer,True,False
77fc562b-9ff,ef158d5b,2020-10-18 13:48:09,San Francisco,Mobile,6.165.245.191,3857.13,Transfer,True,False
39dd11e1-e22,baeb286b,2025-01-20 21:44:15,San Francisco,Mobile,109.155.116.99,0.0,Login,True,False
e958c430-d21,7800e27a,2022-12-07 17:53:28,New York,Tablet,140.84.57.131,2474.04,Withdrawal,True,False
673c984b-c45,2e2d0681,2023-08-17 01:12:50,Tokyo,Desktop,147.145.105.205,0.0,Login,False,False
1a5ca752-270,19e79a3d,2022-03-02 11:29:26,Singapore,Mobile,2.207.115.66,0.0,Login,False,False
cc009f08-206,b5b453ca,2021-11-03 11:02:44,San Francisco,Tablet,126.134.159.194,0.0,Login,True,False
da786fca-c5a,fbdc532e,2024-06-10 18:50:17,Tokyo,Mobile,192.168.1.100,0.0,Login,False,True
c88a9a74-00a,9df79a27,2025-01-13 19:23:37,Sydney,Tablet,158.76.76.51,2618.44,Purchase,True,False
25807a2c-9d6,f845846e,2021-12-21 06:34:29,London,Tablet,196.93.135.199,2143.43,Purchase,True,False
f84791e0-e55,011c4544,2021-03-21 07:42:28,San Francisco,Desktop,104.1.2.220,136.84,Transfer,True,False
53bc20e0-78c,39c2c1a2,2020-06-11 03:30:28,Mumbai,Desktop,92.35.221.104,548.38,Withdrawal,True,False
60975bc0-64a,a7087280,2022-07-29 00:23:00,Singapore,Tablet,9.224.114.74,0.0,Login,False,False
51251262-85a,171a8b65,2023-04-12 19:11:22,London,Desktop,150.184.46.214,166.83,Transfer,True,False
a23ebe36-f20,1987e6d0,2024-07-06 18:46:46,Berlin,Tablet,77.176.134.240,3185.69,Transfer,True,False
b1f20ebf-7d7,694d7b00,2022-05-12 21:33:14,Tokyo,Mobile,155.251.203.23,0.0,Login,True,False
0679c4f2-2d9,1e5c5da8,2022-02-17 09:32:41,Tokyo,Desktop,155.221.208.9,1578.64,Purchase,True,False
9df20554-36b,f198f62e,2023-02-10 03:36:43,Mumbai,Tablet,169.235.18.92,0.0,Login,True,False
eee5b33e-2dd,ba098a27,2024-10-05 05:16:02,Tokyo,Mobile,214.28.138.131,0.0,Login,False,False
96107189-016,ba5c865d,2020-02-03 03:47:37,Mumbai,Mobile,98.227.79.114,2547.77,Transfer,True,False
ebeb9d98-80b,4baf0f5e,2022-08-22 08:24:29,Singapore,Tablet,55.155.134.30,4538.76,Transfer,True,False
7a8e5e5c-a44,8702f4ad,2020-02-10 08:56:25,San Francisco,Desktop,130.37.83.108,1253.97,Transfer,True,False
f89cad3f-0ea,822c4d32,2023-05-22 10:57:13,Tokyo,Mobile,80.49.198.24,2057.81,Purchase,True,False
7458d92c-a1d,59ccc94a,2024-11-12 16:54:05,Tokyo,Mobile,175.196.55.168,3780.2,Purchase,True,False
9ce85b7d-076,3eabedcb,2024-03-03 07:27:15,Tokyo,Desktop,105.169.133.183,1151.7,Withdrawal,True,False
1533fe82-21b,52961fb3,2021-04-20 22:48:17,San Francisco,Mobile,139.82.116.141,825.6281996333595,Withdrawal,True,True
b5e9489c-a33,a41f0d38,2023-07-27 13:35:57,New York,Mobile,172.244.150.5,1455.86,Purchase,True,False
a7b4f9c8-31b,bf16e3e9,2020-07-12 15:19:26,Tokyo,Desktop,49.194.51.195,814.49,Transfer,True,False
e6508af4-d92,eade7b17,2025-03-22 15:26:27,Tokyo,Mobile,186.165.49.11,0.0,Login,False,False
b8dddfc2-963,97154633,2022-09-10 06:28:48,Sydney,Tablet,213.106.50.132,4649.19,Transfer,True,False
ab6d9aa8-aae,4c485cfc,2023-02-11 22:04:09,Mumbai,Tablet,14.115.101.158,0.0,Login,False,False
2c2e8ba0-157,329fc417,2020-07-10 00:32:06,New York,Mobile,73.112.222.81,0.0,Login,True,False
2c47a51f-68c,c847b130,2023-10-09 14:12:58,Berlin,Tablet,76.183.58.150,0.0,Login,False,False
9173cd93-775,b0d18df1,2020-01-11 00:25:38,Berlin,Tablet,54.113.158.148,4042.52,Purchase,True,False
172f0d9b-eb0,2be26bd1,2020-09-24 11:43:33,Sydney,Tablet,1.237.15.10,3170.68,Transfer,True,False
f73c6a1f-a06,dcb913b4,2021-07-21 00:15:30,Mumbai,Tablet,181.240.234.233,4358.59,Purchase,True,False
75d9704d-5fe,78460474,2020-03-03 11:18:51,Berlin,Tablet,176.85.131.140,4020.32,Purchase,True,False
a46ee99e-ae4,63ccf604,2020-09-09 12:17:52,New York,Mobile,215.229.58.194,940.98,Withdrawal,True,False
b4b6c702-611,195c663b,2021-08-16 16:24:32,Tokyo,Desktop,180.63.93.20,4463.87,Purchase,True,False
39d88a14-69f,21084dd9,2022-06-10 21:58:46,Singapore,Desktop,106.63.47.104,2701.32,Purchase,True,False
42650798-4b8,7800e27a,2021-08-07 20:35:11,Mumbai,Tablet,124.204.1.139,0.0,Login,True,False
594ed61a-5d1,ca77736e,2023-09-27 18:49:36,Tokyo,Mobile,123.235.73.44,0.0,Login,False,False
95d12c70-d5b,b076a7dc,2024-06-13 00:53:35,New York,Mobile,21.116.135.60,0.0,Login,False,False
58cfd966-6f1,636f6e5c,2023-04-13 06:26:12,Sydney,Mobile,107.94.223.243,0.0,Login,True,False
35f1e04b-c5f,e041f0a3,2022-06-15 22:12:44,Tokyo,Desktop,103.19.103.168,4039.13,Transfer,True,False
845c10ea-1d8,0cb5ee5c,2022-03-13 05:49:13,Berlin,Mobile,116.44.108.196,4481.5,Purchase,True,False
9053317b-5f4,b9493906,2021-08-02 04:53:36,Singapore,Mobile,30.243.175.182,1596.84,Withdrawal,True,False
a125151b-1ac,3e6b74fd,2023-03-20 03:01:25,London,Tablet,130.42.152.73,559.16,Transfer,True,False
55afb783-79b,c08fe6d7,2023-01-20 00:20:28,Tokyo,Desktop,208.64.179.240,1147.4,Withdrawal,True,False
4e681465-5ba,987593c3,2022-11-12 00:04:18,Berlin,Desktop,134.105.205.134,0.0,Login,False,False
cf292101-706,0b961346,2021-05-20 15:11:41,San Francisco,Tablet,21.245.7.84,4465.069558081157,Withdrawal,True,True
d58757a3-793,7ea5a387,2023-11-19 03:03:23,San Francisco,Tablet,155.214.134.6,4091.89,Transfer,True,False
adb5d5e6-7b8,6c4c450b,2022-01-26 19:17:30,San Francisco,Tablet,122.252.88.7,0.0,Login,True,False
ed486d9a-e69,df629d0c,2023-05-31 08:08:37,London,Mobile,46.254.210.53,4305.05,Withdrawal,True,False
93d640cc-f43,8a8864c7,2024-04-24 01:44:02,Berlin,Tablet,91.65.217.221,44.69,Purchase,True,False
4cf2fdf8-ec1,ecaf8800,2023-05-30 02:05:43,Berlin,Desktop,138.127.102.194,2558.63,Withdrawal,True,False
c0793f64-916,efb56207,2025-01-28 08:26:51,Berlin,Desktop,194.203.57.168,2092.88,Withdrawal,True,False
f8673a5b-0dc,7af6cd41,2021-03-09 13:32:35,Berlin,Tablet,85.82.72.65,1118.32,Withdrawal,True,False
655fdaa5-756,372f871a,2020-10-07 20:36:42,Mumbai,Desktop,41.13.178.55,608.13,Transfer,True,False
4d20d6cf-2c0,ad5406bc,2021-05-28 16:47:57,Tokyo,Desktop,20.184.63.19,0.0,Login,True,False
17152d76-6fc,22ab7752,2022-08-13 10:51:25,San Francisco,Mobile,79.29.161.185,1694.7,Purchase,True,False
583f097d-28c,2296d3f6,2022-01-30 08:34:46,New York,Tablet,109.252.245.194,4715.12,Withdrawal,True,False
78e90ae9-e9a,a9c3640d,2020-11-06 10:05:19,Sydney,Tablet,28.156.9.16,1622.78,Purchase,True,False
63380b42-188,f845846e,2023-03-15 02:20:01,New York,Desktop,173.241.34.184,0.0,Login,True,False
e5e4b935-53b,a255e1bb,2021-02-03 05:49:58,New York,Desktop,40.139.177.196,2598.77,Transfer,True,False
12581998-88b,e7d73d1d,2022-05-29 20:31:11,San Francisco,Tablet,175.101.144.184,3518.06,Purchase,True,False
2d9be542-9bc,bc0a6a5d,2022-12-13 16:17:31,London,Tablet,16.220.85.146,0.0,Login,False,False
9c4e1662-006,21813d25,2021-12-31 14:37:13,New York,Mobile,53.192.30.48,1824.51,Purchase,True,False
7ffcb3fe-235,d2938e6e,2025-02-04 13:22:02,Berlin,Tablet,178.120.254.40,4859.19,Transfer,True,False
62522f26-56e,2d5f60d9,2021-08-07 00:06:00,London,Desktop,83.82.243.108,0.0,Login,True,False
d23f144f-acd,279f5df0,2021-07-12 20:30:00,London,Tablet,50.60.218.46,0.0,Login,False,False
aeadd1dc-65f,6d8c5504,2024-02-02 08:00:54,San Francisco,Mobile,90.253.188.189,0.0,Login,True,False
afa1ff17-58a,c9ea356a,2024-05-26 08:18:18,Singapore,Desktop,175.184.41.100,4812.61,Withdrawal,True,False
292fadf7-032,2ff8107a,2020-11-11 01:18:43,London,Mobile,153.226.229.7,1266.39,Transfer,True,False
7c73a166-02f,6448a3d5,2022-09-18 04:17:11,New York,Tablet,88.147.75.253,2491.27,Transfer,True,False
bdf7f8f0-423,e473b0b0,2023-06-02 01:10:33,London,Tablet,35.125.28.238,1511.38,Transfer,True,False
793a650c-c7e,d294100f,2020-12-26 06:29:11,Tokyo,Tablet,156.209.57.1,0.0,Login,False,False
fb116ab6-2dc,277529a2,2022-11-07 00:08:45,Berlin,Tablet,171.117.158.84,1431.35,Transfer,True,False
267fc6ec-147,9ee339ff,2023-08-10 12:35:15,Sydney,Mobile,14.34.179.88,194.07,Transfer,True,False
9d5130ae-d01,6766d37b,2020-01-22 14:43:52,Sydney,Mobile,48.128.100.226,3051.73,Transfer,True,False
de2e7abc-1f1,f3c1114d,2023-11-14 14:27:56,New York,Desktop,30.223.87.5,2518.37,Purchase,True,False
5e8a35cb-afb,64cfd9b9,2024-03-01 04:49:06,Sydney,Desktop,17.154.51.193,266.88,Purchase,True,False
8af190cb-060,d43cdd6d,2022-02-22 22:51:01,Berlin,Mobile,50.244.7.222,0.0,Login,True,False
531b1e76-725,b4b2ce14,2022-04-10 06:31:28,Berlin,Tablet,109.181.205.108,1400.45,Transfer,True,False
880136fc-095,4cc9f5f2,2022-07-13 20:52:45,San Francisco,Desktop,135.37.209.165,4542.25,Withdrawal,True,False
